"伝票日付","伝票区分(71:在庫調整)","伝票番号","管理番号(表示のみ)","納期（伝票）","出荷予定日（伝票）","得意先コード","得意先名１","得意先名２(使用しない)","敬称(使用しない)","先方部署名(使用しない)","先方役職名(使用しない)","先方担当者名(使用しない)","請求先コード","担当者コード(使用しない)","担当者名(使用しない)","部門コード(使用しない)","部門名(使用しない)","納入先コード","納入先１（使用しない）","納入先名２(使用しない)","納入先先方部署名(使用しない)","納入先先方役職名(使用しない)","納入先先方担当者名(使用しない)","等級汎用マスター１コード","等級汎用マスター１名","階級汎用マスター２コード","階級汎用マスター２名","荷印汎用マスター３コード","荷印汎用マスター３名","産地汎用マスター４コード","産地汎用マスター４名","汎用マスター５コード（伝票）","汎用マスター５名（伝票）","倉庫コード（伝票）","倉庫名（伝票）","摘要(全角32文字)","社店コード（統一伝票）","分類コード（統一伝票）","取引先コード（統一伝票）","伝票区分（統一伝票）","汎用数値１（伝票）","汎用数値２（伝票）","汎用数値３（伝票）","汎用数値４（伝票）","汎用数値５（伝票）","システムデート","ジョブデート","汎用日付３（伝票）","汎用日付４（伝票）","汎用日付５（伝票）","汎用摘要１（伝票）","汎用摘要２（伝票）","汎用摘要３（伝票）","汎用摘要４（伝票）","汎用摘要５（伝票）","付箋（伝票）","付箋摘要（伝票）","発行区分","適格請求書計算","諸口得意先法人番号","諸口得意先郵便番号","諸口得意先住所１","諸口得意先住所２","諸口得意先住所３","諸口得意先電話番号","諸口得意先FAX番号","諸口納入先法人番号","諸口納入先郵便番号","諸口納入先住所１","諸口納入先住所２","諸口納入先住所３","諸口納入先電話番号","諸口納入先FAX番号","諸口納入先敬称","１階層目行番号","２階層目行番号","３階層目行番号","４階層目行番号","５階層目行番号","明細種(1固定)","納期（明細）","出荷予定日（明細）","等級コード","階級コード","荷印コード","産地コード(任意)","区分コード","倉庫コード（明細）","商品コード","ケース２入数(使用しない)","ケース２箱数(使用しない)","入数(使用しない)","箱数(使用しない)","数量","区分(1:ﾛｽ,4:振替,6:調整)","単価","金額","本体金額","消費税(使用しない)","原単価(使用しない)","原価(使用しない)","原価本体金額","売単価(使用しない)","売価(使用しない)","売価本体金額","ケース２入数(使用しない)小数桁数","ケース２箱数(使用しない)小数桁数","入数(使用しない)小数桁数","箱数(使用しない)小数桁数","数量小数桁数","数量端数処理","単価小数桁数","使用単価","金額端数桁数","金額端数処理","消費税区分","売価消費税区分","消費税率インデックス","税額計算単位","税額端数桁","税額端数処理","仕入先コード(使用しない)","計算式コード","汎用数値１（明細）","汎用数値２（明細）","汎用数値３（明細）","汎用数値４（明細）","汎用数値５（明細）","汎用日付１（明細）","汎用日付２（明細）","汎用日付３（明細）","汎用日付４（明細）","汎用日付５（明細）","付箋（明細）","印字対象外区分","明細区分","同時入力区分","直送区分","等級名","階級名","荷印名","産地名","区分名","倉庫名（明細）","商品名","商品名２(使用しない)","商品名３(使用しない)","商品名４(使用しない)","商品名５(使用しない)","印刷用商品コード(使用しない)","(2:G経費,3:ｸｻﾘ,5:加工費B)","手入力項目(半角8文字)","仕入先名１(使用しない)","仕入先名２(使用しない)","汎用摘要１（明細）","汎用摘要２（明細）","汎用摘要３（明細）","汎用摘要４（明細）","汎用摘要５（明細）","付箋摘要（明細）"
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,11,0,0,0,0,1,,,"027","026","7011","000","000","0000","00104",0.0000,0.0000,0.0000,0.0000,11.0000,"06",4264.0000,46904.0000,46904.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等027,階026,荷7011,"","","",商00104,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,12,0,0,0,0,1,,,"027","028","7011","000","000","0000","00104",0.0000,0.0000,0.0000,0.0000,2.0000,"06",4300.0000,8600.0000,8600.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等027,階028,荷7011,"","","",商00104,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,13,0,0,0,0,1,,,"027","032","7011","000","000","0000","00104",0.0000,0.0000,0.0000,0.0000,1.0000,"06",5437.0000,5437.0000,5437.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等027,階032,荷7011,"","","",商00104,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,14,0,0,0,0,1,,,"025","028","7011","000","000","0000","00104",0.0000,0.0000,0.0000,0.0000,37.0000,"06",6000.0000,222000.0000,222000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等025,階028,荷7011,"","","",商00104,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,15,0,0,0,0,1,,,"025","046","7011","000","000","0000","00104",0.0000,0.0000,0.0000,0.0000,6.0000,"06",6000.0000,36000.0000,36000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等025,階046,荷7011,"","","",商00104,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,16,0,0,0,0,1,,,"027","024","7011","000","000","0000","00104",0.0000,0.0000,0.0000,0.0000,5.0000,"06",4500.0000,22500.0000,22500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等027,階024,荷7011,"","","",商00104,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,17,0,0,0,0,1,,,"027","026","7011","000","000","0000","00104",0.0000,0.0000,0.0000,0.0000,4.0000,"06",5000.0000,20000.0000,20000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等027,階026,荷7011,"","","",商00104,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,18,0,0,0,0,1,,,"027","032","7011","000","000","0000","00104",0.0000,0.0000,0.0000,0.0000,11.0000,"06",5551.0000,61061.0000,61061.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等027,階032,荷7011,"","","",商00104,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,19,0,0,0,0,1,,,"027","036","7011","000","000","0000","00104",0.0000,0.0000,0.0000,0.0000,8.0000,"06",5700.0000,45600.0000,45600.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等027,階036,荷7011,"","","",商00104,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,20,0,0,0,0,1,,,"027","040","7011","000","000","0000","00104",0.0000,0.0000,0.0000,0.0000,94.0000,"06",5672.0000,533168.0000,533168.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等027,階040,荷7011,"","","",商00104,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,21,0,0,0,0,1,,,"027","046","7011","000","000","0000","00104",0.0000,0.0000,0.0000,0.0000,1.0000,"06",5500.0000,5500.0000,5500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等027,階046,荷7011,"","","",商00104,"","","","","",単06,ﾃﾆ1,"","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,22,0,0,0,0,1,,,"603","012","5000","000","000","0000","00105",0.0000,0.0000,0.0000,0.0000,20.0000,"06",4200.0000,84000.0000,84000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等603,階012,荷5000,"","","",商00105,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,23,0,0,0,0,1,,,"510","026","5115","000","000","0000","00105",0.0000,0.0000,0.0000,0.0000,3.0000,"06",3765.0000,11295.0000,11295.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等510,階026,荷5115,"","","",商00105,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,24,0,0,0,0,1,,,"510","028","5115","000","000","0000","00105",0.0000,0.0000,0.0000,0.0000,4.0000,"06",4243.0000,16972.0000,16972.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等510,階028,荷5115,"","","",商00105,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,25,0,0,0,0,1,,,"012","028","5123","000","000","0000","00105",0.0000,0.0000,0.0000,0.0000,6.0000,"06",3800.0000,22800.0000,22800.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等012,階028,荷5123,"","","",商00105,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,26,0,0,0,0,1,,,"606","010","7013","000","000","0000","00105",0.0000,0.0000,0.0000,0.0000,54.0000,"06",3800.0000,205200.0000,205200.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等606,階010,荷7013,"","","",商00105,"","","","","",単06,"","","","","","","","",""
"2025/05/31",71,"0000000003","0000000001",,,"00000","","","","","","","00000","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","","000000","0000","000000","00",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/06/13","2025/06/13",,,,"","","","","",0,"",0,1,,,,,,,,,,,,,,,,27,0,0,0,0,1,,,"006","032","5101","000","000","0000","00113",0.0000,0.0000,0.0000,0.0000,35.0000,"06",4200.0000,147000.0000,147000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,2,3,2,1,1,"00000","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,0,1,等006,階032,荷5101,"","","",商00113,"","","","","",単06,"","","","","","","","",""
