"伝票日付","伝票区分(11:掛仕入,12:現金仕入)","伝票番号","発注番号（伝票）","精算日","支払予定日","仕入先コード","仕入先名","仕入先名２","敬称","仕入先先方部署名","仕入先先方役職名","仕入先先方担当者名","支払先コード","担当者コード","担当者名","部門コード","部門名","納入先コード","納入先名１","納入先名２","納入先先方部署名","納入先先方役職名","納入先先方担当者名","等級汎用マスター１コード","等級汎用マスター１名","階級汎用マスター２コード","階級汎用マスター２名","荷印汎用マスター３コード","荷印汎用マスター３名","産地汎用マスター４コード","産地汎用マスター４名","汎用マスター５コード（伝票）","汎用マスター５名（伝票）","倉庫コード（伝票）","倉庫名（伝票）","摘要","汎用数値１（伝票）","汎用数値２（伝票）","汎用数値３（伝票）","汎用数値４（伝票）","汎用数値５（伝票）","システムデート","ジョブデート","汎用日付３（伝票）","汎用日付４（伝票）","汎用日付５（伝票）","汎用摘要１（伝票）","汎用摘要２（伝票）","汎用摘要３（伝票）","汎用摘要４（伝票）","汎用摘要５（伝票）","付箋（伝票）","付箋摘要（伝票）","発行区分","返還区分","適格請求書計算","諸口仕入先法人番号","諸口仕入先郵便番号","諸口仕入先住所１","諸口仕入先住所２","諸口仕入先住所３","諸口仕入先電話番号","諸口仕入先FAX番号","諸口仕入先適格事業者番号","諸口納入先法人番号","諸口納入先郵便番号","諸口納入先住所１","諸口納入先住所２","諸口納入先住所３","諸口納入先電話番号","諸口納入先FAX番号","諸口納入先敬称","１階層目行番号","２階層目行番号","３階層目行番号","４階層目行番号","５階層目行番号","明細種","発注番号（明細）","等級コード","階級コード","荷印コード","産地コード","区分コード","倉庫コード（明細）","商品コード","ケース２入数","ケース２箱数","入数","箱数","数量","単位コード","単価","金額","本体金額","消費税","売上単価","売上金額","売上本体金額","ケース２入数小数桁数","ケース２箱数小数桁数","入数小数桁数","箱数小数桁数","数量小数桁数","数量端数処理","単価小数桁数","使用単価","金額端数桁数","金額端数処理","消費税区分","消費税率インデックス","税額計算単位","税額端数桁","税額端数処理","主得意先コード","計算式コード","汎用数値１（明細）","汎用数値２（明細）","汎用数値３（明細）","汎用数値４（明細）","汎用数値５（明細）","汎用日付１（明細）","汎用日付２（明細）","汎用日付３（明細）","汎用日付４（明細）","汎用日付５（明細）","付箋（明細）","印字対象外区分","明細区分","ロケーションNo.","同時入力区分","直送区分","等級名","階級名","荷印名","産地名","区分名","倉庫名（明細）","商品名","商品名２","商品名３","商品名４","商品名５","印刷用商品コード","単位名","荷印手入力","主得意先名１","主得意先名２","汎用摘要１（明細）","汎用摘要２（明細）","汎用摘要３（明細）","汎用摘要４（明細）","汎用摘要５（明細）","付箋摘要（明細）","発注日","発注番号","発注伝票番号","発注１階層目行番号","発注２階層目行番号","発注３階層目行番号","発注４階層目行番号","発注５階層目行番号"
"2025/05/12",11,"0000000008","0000000000","2025/05/12",,"00600",仕00600,"","","","","","00600","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,1,0,0,0,0,1,"0000000000","000","000","0000","000","000","0000","20000",0.0000,0.0000,0.0000,0.0000,100.0000,"00",96.0000,9600.0000,9600.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,2,1,2,1,1,1,2,1,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"","","","","","",商20000,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,1,0,0,0,0,1,"0000000000","584","580","5744","000","000","0000","00583",0.0000,0.0000,0.0000,0.0000,200.0000,"00",250.0000,50000.0000,50000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等584,階580,荷5744,"","","",商00583,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,2,0,0,0,0,1,"0000000000","584","083","5744","000","000","0000","00583",0.0000,0.0000,0.0000,0.0000,300.0000,"00",270.0000,81000.0000,81000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等584,階083,荷5744,"","","",商00583,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,3,0,0,0,0,1,"0000000000","000","221","5744","000","000","0000","00583",0.0000,0.0000,0.0000,0.0000,10.0000,"00",380.0000,3800.0000,3800.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階221,荷5744,"","","",商00583,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,4,0,0,0,0,1,"0000000000","000","553","5776","000","000","0000","00502",0.0000,0.0000,0.0000,0.0000,500.0000,"00",300.0000,150000.0000,150000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階553,荷5776,"","","",商00502,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,5,0,0,0,0,1,"0000000000","000","078","5444","000","000","0000","00569",0.0000,0.0000,0.0000,0.0000,100.0000,"00",300.0000,30000.0000,30000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階078,荷5444,"","","",商00569,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,6,0,0,0,0,1,"0000000000","000","078","5444","000","000","0000","00569",0.0000,0.0000,0.0000,0.0000,200.0000,"00",270.0000,54000.0000,54000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,"",階078,荷5444,"","","",商00569,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,7,0,0,0,0,1,"0000000000","012","078","5811","000","000","0000","00609",0.0000,0.0000,0.0000,0.0000,10.0000,"00",2200.0000,22000.0000,22000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等012,階078,荷5811,"","","",商00609,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,8,0,0,0,0,1,"0000000000","008","078","5811","000","000","0000","00609",0.0000,0.0000,0.0000,0.0000,20.0000,"00",2400.0000,48000.0000,48000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等008,階078,荷5811,"","","",商00609,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,9,0,0,0,0,1,"0000000000","086","078","5283","000","000","0000","00625",0.0000,0.0000,0.0000,0.0000,14.0000,"00",3000.0000,42000.0000,42000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等086,階078,荷5283,"","","",商00625,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,10,0,0,0,0,1,"0000000000","012","078","5283","000","000","0000","00625",0.0000,0.0000,0.0000,0.0000,21.0000,"00",3000.0000,63000.0000,63000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等012,階078,荷5283,"","","",商00625,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,11,0,0,0,0,1,"0000000000","008","078","5283","000","000","0000","00625",0.0000,0.0000,0.0000,0.0000,11.0000,"00",3200.0000,35200.0000,35200.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等008,階078,荷5283,"","","",商00625,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,12,0,0,0,0,1,"0000000000","012","078","5808","000","000","0000","00627",0.0000,0.0000,0.0000,0.0000,2.0000,"00",2000.0000,4000.0000,4000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等012,階078,荷5808,"","","",商00627,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,13,0,0,0,0,1,"0000000000","048","089","6008","000","000","0000","00426",0.0000,0.0000,0.0000,0.0000,5.0000,"00",4000.0000,20000.0000,20000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等048,階089,荷6008,"","","",商00426,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,14,0,0,0,0,1,"0000000000","048","086","6008","000","000","0000","00426",0.0000,0.0000,0.0000,0.0000,6.0000,"00",4000.0000,24000.0000,24000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等048,階086,荷6008,"","","",商00426,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,15,0,0,0,0,1,"0000000000","048","089","8124","000","000","0000","00401",0.0000,0.0000,0.0000,0.0000,2.0000,"00",3800.0000,7600.0000,7600.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等048,階089,荷8124,"","","",商00401,"","","","","","",ﾃﾆ1,"未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,16,0,0,0,0,1,"0000000000","048","083","8124","000","000","0000","00401",0.0000,0.0000,0.0000,0.0000,5.0000,"00",4000.0000,20000.0000,20000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等048,階083,荷8124,"","","",商00401,"","","","","","",ﾃﾆ1,"未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,17,0,0,0,0,1,"0000000000","048","083","6008","000","000","0000","00426",0.0000,0.0000,0.0000,0.0000,3.0000,"00",4000.0000,12000.0000,12000.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等048,階083,荷6008,"","","",商00426,"","","","","","","","未設定","","","","","","","",,,,,,,,
"2025/05/12",11,"0000000021","0000000000","2025/05/12",,"00171",仕00171,"","","","","","00171","000","","000","","0000","","","","","","000","","000","","0000","","000","","000","","0000","","",0.0000,0.0000,0.0000,0.0000,0.0000,"2025/05/24","2025/05/24",,,,"","","","","",0,"",0,0,1,,,,,,,,,,,,,,,,,18,0,0,0,0,1,"0000000000","048","078","6008","000","000","0000","00426",0.0000,0.0000,0.0000,0.0000,2.0000,"00",2800.0000,5600.0000,5600.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,1,1,1,2,3,3,1,3,"未設定","000",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0,0,0,"0000",0,1,等048,階078,荷6008,"","","",商00426,"","","","","","","","未設定","","","","","","","",,,,,,,,
